doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	csubj	csubj:pass	det	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:gov	obj	obl	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
ru_061	prof	0.0140873395	0.007288339	0.020537592	0.0570398558	0.1074088459	0.0014932802	0	0.0006097561	0.1101966461	0.0418717041	0.0028167943	0.0029036005	0.0377565733	0	0.0016754559	0	0.0356795057	0.0107444862	0.0039295393	0.0027100271	0.013157711	0.0016875281	0.0067219955	0.0252952084	0.2079678387	0.1050345602	0.0019315255	0.0099425641	0.0077119628	0.0359997105	0.0853200752	0.0009033424	0.0207742629	0.0188023739	0.0487804878	0.0014705573	0.9453441332	4.1463414634	4.6829268293	4.7609852884	2.7294942127	0.0546558668	6.8292682927	3.9272651191	1.2586424504
ru_17	prof	0.0144468289	0.0051857059	0.0129967123	0.047137741	0.1591322888	0.0052490522	0.0007730602	0.0001889645	0.1106392306	0.0643445088	0.0022722098	0.0017219388	0.0750267935	0.0044009081	0.0040314252	0	0.0320417086	0.00637155	0.0116431435	0	0.0002429543	0.0051709077	0.0111141509	0.020786986	0.1194345028	0.088528114	0.0043470003	0.0059396362	0.0034924437	0.0489415714	0.109693699	0	0.0108951524	0.0138091106	0.0255102041	0.0016118785	0.936277689	3.8112244898	4.3010204082	4.4959062196	2.5407882265	0.063722311	5.9132653061	3.6915360913	1.2055454793
ru_50	prof	0.0051676182	0.0114642772	0.0193847404	0.0560459189	0.1100546787	0.010529695	0.0089631285	0.0011148272	0.1382707633	0.0248195966	0.0026743385	0.0018115942	0.0328587712	0.0029866823	0	0	0.0193878875	0.0057864188	0.0243564727	0	0.0190922067	0.0071316614	0.0006587615	0.0186773371	0.158412814	0.0933219997	0.0010111223	0.0307549053	0.0065044033	0.0516525444	0.1145770981	0	0.0130654348	0.0094623018	0	0	0.9571142092	4.347826087	5.8695652174	4.8115769496	2.8040613003	0.0428857908	6.9565217391	4.1492674885	1.5605472448
ru_076	prof	0.0140775287	0.0090742126	0.018411284	0.0674776702	0.0754812919	0.0076916489	0.0019760542	0.0012881003	0.1279259376	0.0302676729	0.0141128272	0.0007575758	0.0351388951	0.0022156663	0.0059308704	0	0.0466888844	0.022526286	0.0078753359	0	0.0043294954	0.0022602737	0.015542771	0.0354234585	0.0951455025	0.105533336	0.0125772607	0.0110099707	0.0057620286	0.0503651858	0.1219561847	0	0.0273111957	0.0238655944	0.0454545455	0.003422222	0.9337235455	4.0909090909	4.1477272727	4.5608225108	2.5592339972	0.0662764545	5.9772727273	3.7122234672	1.2292226716
ru_38	prof	0.0121099381	0.0064267886	0.0130392887	0.1075572309	0.0940710498	0.0055329586	0.0052000981	0.0036127965	0.1085907894	0.03402122	0.0099466814	0	0.0422492451	0.0132033256	0.0058003504	0.0025510204	0.0419878125	0.0217539767	0.0190641779	0	0.0116424866	0.0046486654	0.0114718227	0.0326098675	0.0833185308	0.0888195709	0.0046768707	0.0136124681	0.002698488	0.0382168375	0.1228429073	0	0.0292811434	0.0094415921	0.0408163265	0.0025595522	0.9296330457	4.1632653061	4.1020408163	4.4459669582	2.5030764191	0.0703669543	5.7142857143	3.6542296097	1.4831194942
ru_067	prof	0.0150349384	0.0135222405	0.0233100704	0.0629093363	0.1016313673	0.0091039961	0.0036651846	0.0022038567	0.0924584542	0.0568634842	0.0074770861	0.0016683038	0.0462339548	0.0070425432	0.0129884551	0	0.0362378621	0.0184413454	0.0092744584	0	0.0195829249	0.007263674	0.0111260696	0.0350608798	0.1060241066	0.1062544657	0.0010948192	0.0053191061	0.0049629632	0.0474420181	0.1069691135	0.0002525253	0.0094187387	0.0191616581	0.1515151515	0.0110589622	0.9442138329	4.1212121212	4.7121212121	5.175974026	3.034856266	0.0557861671	7.5303030303	4.3913170821	1.2711542848
ru_95	prof	0.0274893463	0.0127861052	0.0113756137	0.0826622541	0.0910355342	0.0044117431	0.0049808429	0.0079962638	0.1071505953	0.0297265767	0.0093127783	0	0.0367037284	0.0012345679	0.0036801881	0	0.0283078	0.0076794947	0.0126930005	0	0.0046296296	0.0012345679	0.0132472517	0.0367382164	0.0988072299	0.1303521236	0.0045326279	0.0059255927	0.0073238652	0.0553178782	0.1139229258	0	0.0199700544	0.0287716035	0.037037037	0.00347366	0.9332647163	3.8333333333	4.3333333333	4.3984126984	2.660449545	0.0667352837	6.3333333333	3.8722702361	1.2169912544
ru_78	prof	0.0105310859	0.0206921421	0.0178839925	0.0531221219	0.1461668539	0.0288224587	0.003030303	0	0.0814519855	0.0370861068	0.0042971734	0	0.0520494044	0.0256508198	0.0062770563	0	0.0168364941	0	0.0030438312	0	0.0323839986	0.0036931818	0.0071969697	0.0216253359	0.0896124334	0.1573935252	0	0.0220743238	0.0057494589	0.0481755821	0.0646603806	0	0.017869846	0.0226231347	0.0909090909	0.0035583104	0.9275040697	4	4.0454545455	4.9113636364	2.6139328813	0.0724959303	6.1818181818	3.7040346428	1.3313901278
ru_077	prof	0.0222685743	0.0063890588	0.0030908978	0.042904367	0.0996889624	0.0058046795	0.0037337518	0.004174949	0.1248762632	0.0504173995	0.0075098367	0.0009191176	0.0735096235	0.0019675926	0.0029423701	0	0.0244489647	0.0239475149	0.0141144415	0.0004464286	0.0036477619	0.0018088357	0.010339632	0.0245451247	0.1601139558	0.0774549526	0.0056583014	0.014606641	0.0023654514	0.037891457	0.1046594545	0	0.0213329353	0.022420703	0.046875	0.0033517194	0.94409911	3.859375	4.734375	4.4942894345	2.7564036047	0.05590089	6.703125	4.012821684	1.3483714083
ru_9	prof	0.0100833121	0.0131050399	0.0118042219	0.0847269935	0.0875310261	0.0093473229	0.0087293895	0.0023148148	0.1175359763	0.032768888	0.0187533966	0	0.0399835492	0.0051313998	0.0106645006	0	0.0261687499	0.0198828409	0.0120324298	0	0.0261320103	0.002209596	0.0103600745	0.0378672729	0.0944517783	0.096070595	0.0055032468	0.0146279382	0.0045481671	0.0325058407	0.1142770233	0.0011111111	0.0217088002	0.028062694	0.0666666667	0.0034371481	0.9386107568	3.95	4.2	4.7246031746	2.6203270537	0.0613892432	6.1333333333	3.8056967361	1.3038039822
ru_097	prof	0.009678133	0.0121613465	0.0162259836	0.0630120659	0.1245496919	0.0029857943	0.0066822712	0.0010570825	0.1168981678	0.0514192288	0.0065820902	0	0.0604442769	0.0067594873	0.0065811355	0	0.0194958997	0.0137394234	0.0100397818	0	0.0046863989	0.0019287118	0.0104100074	0.0280928939	0.1188549928	0.1019201207	0.0063595206	0.0178795841	0.0016632511	0.0330038304	0.1021833706	0	0.0305837795	0.0141216781	0.023255814	0.0017889088	0.9446166217	4	4.6279069767	4.605730897	2.6175183312	0.0553833783	6.3255813954	3.8049354438	1.4036006803
ru_072	prof	0.0123150567	0.0079183764	0.0231008254	0.0668198033	0.0710448621	0.0087272936	0.0007639419	0.0052305236	0.1235585297	0.0307641848	0.0134132084	0.0002164502	0.0407466763	0.0176538339	0.0061570161	0	0.0227651852	0.0113387014	0.0109539699	0.0013645775	0.0008732647	0.0017830787	0.0101529474	0.0360664506	0.0795753589	0.149055127	0.0013849787	0.0146133792	0.007728472	0.0526888762	0.1233249308	0.0015769944	0.0115116008	0.0348115241	0.0519480519	0.0068650435	0.9084354646	3.5844155844	3.5324675325	4.1495052567	2.3225454894	0.0915645354	5.1623376623	3.3613182871	0.9957802324
ru_063	prof	0.0230830203	0.0061471165	0.0138965872	0.0632090401	0.1078336898	0.0121326289	0.0073411888	0.0019923942	0.1161501726	0.0357844421	0.0142699972	0	0.039260186	0.0101658951	0.0073153885	0	0.0252528939	0.0144917867	0.0160320939	0.0002893519	0.0084089262	0.0062251582	0.0073091623	0.0316469619	0.1439168407	0.101182384	0.0024202593	0.0039644396	0.0016363346	0.029874287	0.1207665129	0	0.0129053326	0.0150955269	0.0694444444	0.0082842312	0.9354577273	3.7916666667	4.4722222222	4.6402777778	2.8243208198	0.0645422727	6.8888888889	4.1059931232	1.1857248245
ru_041	prof	0.0131719838	0.0130890765	0.022534065	0.0625997425	0.1158976597	0.0026275282	0.0016623169	0.0011904762	0.0992530464	0.0303485267	0.0072483441	0.0002973777	0.0473210393	0.0046171376	0.0085653337	0	0.0334392655	0.0150920081	0.0168375654	0	0.0050698432	0.0021298507	0.0129349484	0.0401021921	0.104152659	0.1023620526	0.0032115187	0.0062675268	0.0032202467	0.0627829216	0.1181650904	0	0.0206636773	0.0231449791	0.0656934307	0.004250616	0.9434968346	3.9708029197	4.7153284672	4.6880923416	2.8167282642	0.0565031654	6.8248175183	4.1140293262	1.2767556823
ru_21	prof	0.0081065262	0.0054423208	0.0170951139	0.0690323669	0.0758070083	0.007742678	0	0.0036356678	0.1286662349	0.0386090007	0.0123025937	0	0.0255227786	0.0128820185	0.0011481056	0	0.0271717454	0.0177498309	0.0087238632	0.001872988	0.0044696305	0.0060024276	0.0170471174	0.0265170184	0.1029137077	0.1217127796	0.0042186128	0.0266435138	0.0091255495	0.042130318	0.1441434473	0	0.0130466387	0.0205183973	0.0298507463	0.0038095238	0.9106990731	3.552238806	3.3880597015	4.1548685146	2.2499440702	0.0893009269	4.8208955224	3.2514183049	1.1167392779
ru_54	prof	0.0176636918	0.0086937214	0.0247244954	0.0481908794	0.0885768134	0	0.0038617886	0.0009033424	0.1342129295	0.0251966208	0.0132623925	0	0.025361001	0.0051354641	0.0033470308	0	0.0411037784	0.0089381988	0.0096776191	0.0024154589	0.0108100215	0.0006775068	0.0016332753	0.0445406771	0.1168853014	0.1293372813	0.0041447473	0.0324795607	0.0118958898	0.0412641771	0.106760367	0	0.0191380994	0.0191678692	0.0243902439	0.0014781966	0.942137508	4.1463414634	4.512195122	4.6031358885	2.6464195022	0.057862492	6.2682926829	3.8759265337	1.339549043
ru_8	prof	0.0161468303	0.007461255	0.0185220143	0.0602848971	0.0959846309	0.005448538	0.0014205987	0.0005955926	0.1358688606	0.0337159329	0.012445016	0.0004892368	0.0365000983	0.0024557918	0.0061890243	0.0004280822	0.0338694606	0.0199610321	0.0054428186	0	0.0065914597	0.0060722239	0.010545237	0.0430362487	0.0999252513	0.1016112374	0.0038354756	0.002283105	0.0026342656	0.032756077	0.1418163904	0.0001851166	0.034390223	0.0210879778	0.1095890411	0.0055288098	0.9475118062	4.1643835616	4.8356164384	4.7872200478	2.8487357846	0.0524881938	6.8630136986	4.1390291664	1.2907288277
ru_095	prof	0.0152970122	0.0105967894	0.0142228818	0.0931501097	0.1002116272	0.0037503773	0.0035532446	0.0012237637	0.1045117086	0.0405099693	0.0135281349	0.0003476997	0.0487619755	0.0064096248	0.0044930106	0	0.0327021012	0.0240490366	0.0078914798	0	0.0066431801	0.0046987087	0.0098715202	0.0358205713	0.088442724	0.1236476984	0.004337848	0.0018906575	0.0024118134	0.0398446152	0.1073174418	0.0001590331	0.0256561155	0.0240475256	0.0648854962	0.0051453412	0.9177042844	3.8129770992	3.9694656489	4.3468147946	2.5407552295	0.0822957156	5.8893129771	3.6917170695	1.1810684488
ru_11	prof	0.0121391533	0.0069171434	0.0207252324	0.0706663362	0.1168390201	0.006034428	0.0005194805	0.002544303	0.1092906283	0.0519434586	0.0056156965	0.0008116883	0.0490169977	0.0138780744	0.0036330049	0	0.0289471574	0.0206550743	0.0100910033	0	0.0350034635	0.0015995734	0.0098563146	0.0211136487	0.1151488521	0.0827963369	0.0011534518	0.0096381877	0.0017614569	0.0491935799	0.1129694533	0	0.0074896118	0.0220081888	0.025974026	0.0012963154	0.9365370159	4.1428571429	4.3766233766	4.5430890538	2.537371423	0.0634629841	5.9350649351	3.6354461584	1.2376459929
ru_075	prof	0.0160436723	0.00560619	0.0140847447	0.05457658	0.0923203108	0.010891967	0.0050039791	0.001062068	0.1310520312	0.0261416441	0.0042263264	0	0.0518292672	0.0073714812	0.0051589802	0	0.0248049315	0.0072743663	0.0185963136	0.0046899281	0.0173802104	0.0100461145	0.0047712054	0.0211259492	0.1336678916	0.1047452239	0.0030201215	0.0346833549	0.0055638802	0.0256022186	0.126254086	0	0.0244949287	0.0079100335	0.0625	0.0083853464	0.9359196153	3.8125	4.234375	5.0690228175	2.6760150364	0.0640803847	6.421875	3.8836892334	1.2784349416
ru_013	prof	0.0134388635	0.0149908307	0.0110660256	0.0726702832	0.1080618862	0.0037162535	0.0051450667	0.0003805175	0.1297292436	0.0469540309	0.0052545533	0	0.0443648543	0.0081926167	0.0052565294	0	0.0206623531	0.0142396379	0.0076198842	0.0029643738	0.0121416902	0.0037849183	0.015671988	0.0228604246	0.1179459078	0.1109512821	0.0020221787	0.0187629355	0.0009107804	0.04031306	0.0902905916	0	0.0266266813	0.0230097574	0.0547945205	0.0025929032	0.9313247307	3.8904109589	4.2465753425	4.3829093281	2.6515787956	0.0686752693	6.2328767123	3.8277003525	1.1183134852
ru_62	prof	0.0101588517	0.0071806776	0.0239627572	0.0938758222	0.0987847891	0.0134305232	0.0015138319	0.0025382605	0.1068154317	0.0430230729	0.0090235514	0	0.0482264881	0.0032891356	0	0	0.034779375	0.0321899178	0.0085677453	0.000394011	0.0037227249	0.0038436992	0.0073618797	0.0313632902	0.1060947716	0.112657925	0.00537514	0.0061549093	0	0.0420718753	0.1054344596	0.0011820331	0.0163360715	0.0206469783	0.0425531915	0.0015627688	0.9363269506	4.2978723404	4.4468085106	4.6032928065	2.530418087	0.0636730494	5.9361702128	3.6546360074	1.3329587495
ru_098	prof	0.0222255134	0.0097883156	0.017708415	0.0403926008	0.1364564121	0.0198444981	0	0	0.1197279307	0.0509093665	0.0046717841	0.0013721513	0.0614233712	0.0042403804	0.0043915044	0	0.0351912309	0.0044403642	0.0045032631	0	0.007101318	0.0030902778	0.0035708249	0.0297468712	0.1141846445	0.0862271992	0.006177283	0.0096751309	0.0078186345	0.0298435069	0.1287830189	0	0.02759141	0.0089027785	0.0882352941	0.0043018044	0.9411517214	3.8235294118	4.75	4.4424369748	2.6974242272	0.0588482786	6.4852941177	3.9349138044	1.2044765169
ru_054	prof	0.0118341825	0.0088041036	0.0117008622	0.0559703433	0.1432369033	0.0026292929	0.0050669511	0.0007445928	0.1314254966	0.032609234	0.0094068115	0.00141201	0.0374024789	0.0092618057	0.0043138776	0	0.0332961845	0.0152473171	0.0104073872	0	0.0026990234	0.0013126509	0.0066115059	0.0282881393	0.1325900069	0.1005044207	0.0070916656	0.0130003846	0.0094232747	0.0318078615	0.1065844584	0.0004631774	0.0227576396	0.0120959563	0.0511811024	0.0052657865	0.9355131237	3.9015748032	4.3622047244	4.662423163	2.5899766793	0.0644868763	6.062992126	3.7756953529	1.3780600204
ru_86	prof	0.0137769342	0.0059160138	0.0197779967	0.0513538912	0.1255363232	0.0099561602	0.0053646354	0.005868893	0.1182166155	0.0345829976	0.0140959992	0.0012987013	0.0403629887	0.0063247863	0.0072272727	0	0.0250265984	0.0083552134	0.0115147837	0	0.0042857143	0.0041537972	0.014297512	0.0332412688	0.1532777158	0.1059603071	0	0.0022619048	0.0060955961	0.0386611347	0.1045591443	0	0.0098704867	0.0187786135	0.0571428571	0.0019420671	0.9459680731	4.0571428571	4.8571428571	4.7870707071	2.7677333312	0.0540319269	6.7714285714	3.9906374148	1.3087890941
ru_79	prof	0.012297887	0.0106118842	0.0080464892	0.0379633614	0.1433158854	0.0140412934	0.0016793841	0.0057142374	0.1322071471	0.0380305036	0.010454817	0.0001909126	0.0493537172	0.0022418722	0.0019954597	0	0.0193313209	0.0040761584	0.0090807506	0.0005857545	0.0321229495	0.0062939556	0.0093350594	0.0184781001	0.1704329305	0.0838876363	0.0032136509	0.0124266078	0.0018871522	0.0369723719	0.0980232717	0	0.0126018734	0.0131056049	0.0206185567	0.0007121027	0.9439999741	4.0103092784	4.8608247423	4.7676468291	2.776626249	0.0560000259	6.7577319588	4.0454498811	1.3002361184
ru_91	prof	0.0041494866	0.011129822	0.0143437253	0.0500246163	0.1303151224	0.0004844961	0.0073318084	0.0013888889	0.0932075747	0.0455756954	0.0094041804	0.0033534357	0.0601444164	0.0009469697	0.0009057971	0	0.0289930154	0.0137781469	0.0187020699	0	0	0	0.0143196158	0.0275080874	0.1479739309	0.1399527951	0.002294686	0.0136504753	0.0018939394	0.053816963	0.0803236983	0	0.0177429052	0.0063436359	0.0625	0.0052095443	0.9194080303	3.6666666667	3.7083333333	4.1200892857	2.3782006186	0.0805919697	5.4375	3.4450790092	1.0217957411
ru_85	prof	0.0026666667	0.0113145588	0	0.0199341858	0.0892639165	0.0073329276	0	0.0020833333	0.1326913039	0.028436204	0.005754386	0.0051136654	0.0668276218	0.0020833333	0	0	0.004233871	0	0.0080911681	0	0.0714219474	0	0	0.0060083542	0.1870393862	0.0678267333	0.0013333333	0.147531788	0.007414364	0.0266465381	0.0714227778	0	0.0275276356	0	0	0	0.9588684019	4.2	5.4	5.5615873016	3.0028190839	0.0411315981	7.4	4.4185438927	1.445706921
ru_027	prof	0.0077606653	0.002449313	0.0111086304	0.0711185369	0.1391417998	0.0136785748	0.0074074074	0	0.1183146068	0.0424578466	0.0026755853	0	0.0551661114	0.0061769115	0.0011695906	0	0.0233052519	0.0046405229	0.0031054648	0.0007936508	0.0035345321	0.0050636921	0.0077908917	0.0253283834	0.124457042	0.1295695964	0	0.0147702697	0.0013071895	0.0444046753	0.0957364733	0	0.0179760679	0.0195907163	0	0	0.9135026383	3.4222222222	3.6444444444	4.2907936508	2.4921316906	0.0864973617	5.7555555556	3.6237937422	1.1770762169
ru_080	prof	0.016269291	0.0072743342	0.0166495467	0.0476544336	0.09912856	0.0056109181	0.0035761797	0	0.1069679714	0.0336400864	0.0120324036	0.0005646527	0.040199754	0.00386732	0.0113703089	0	0.0249879152	0.0076448972	0.0102967691	0	0.0116804027	0.0057806501	0.0089097992	0.0338919934	0.151991836	0.1028882813	0.0028408269	0.0084796554	0.0035463402	0.0645252351	0.0984066775	0.0005646527	0.0410484261	0.0177098817	0.0519480519	0.0061297499	0.9305493424	3.6883116883	4.1558441558	4.5968769326	2.6207130602	0.0694506576	6.1688311688	3.7979656118	1.2087926084
ru_038	prof	0.0227184503	0.0124383549	0.0094090064	0.0522983861	0.0823007446	0.004665458	0.0040062526	0.001010101	0.1183876455	0.0483553032	0.0085016454	0.0008190008	0.0564418961	0.0011223345	0.0113064439	0	0.0222118217	0.0247462715	0.0117764094	0.0043290043	0	0.0012121212	0.0184800935	0.0286036382	0.1241982499	0.0805553889	0	0.0057415033	0.0099781384	0.0592627667	0.1231750709	0.0015151515	0.0206748253	0.0297585222	0.1212121212	0.0057278197	0.9488923276	4.0303030303	4.8787878788	5.0090548341	3.087325196	0.0511076724	7.8484848485	4.5116949485	1.2377936473
ru_056	prof	0.0231181834	0.0085002188	0.0189781674	0.043598945	0.147198679	0.0011223345	0	0.0037774571	0.1057206729	0.0390481038	0.0045895487	0	0.0480750979	0.0013774105	0.0056672403	0	0.0097336222	0.0048406139	0.0230093784	0	0.0070657797	0.0007390983	0.0036764706	0.0477288938	0.1246159426	0.1074038065	0.0089393939	0.0063009368	0.0083375346	0.0424402688	0.109452992	0	0.027551749	0.0173914596	0.0303030303	0.004040404	0.942964227	3.9696969697	4.5757575758	4.5987012987	2.5837033031	0.057035773	6.0303030303	3.767323838	1.3042404026
ru_030	prof	0.0146277516	0.0092201658	0.0066917315	0.0564770446	0.1228267502	0.0086955633	0.0071488386	0.0038570771	0.1244993967	0.0511792912	0.0053364659	0	0.0345931414	0.0114244186	0.0089741392	0	0.0231868394	0.0156619936	0.0153955367	0	0.0099859023	0.0084866032	0.007843095	0.0162230158	0.1566389228	0.0908159214	0.0052575793	0.0128204994	0.0027904296	0.0304893292	0.1067503352	0	0.0191493367	0.0129528846	0.0789473684	0.0144887878	0.9328410218	3.7894736842	4	4.3886904762	2.5967904034	0.0671589782	6.1710526316	3.7401337348	1.1828196209
ru_47	prof	0.0143680433	0.0049522623	0.0300170117	0.1101505277	0.0796296836	0.0022321429	0.0101080963	0.0010459617	0.1155884997	0.0322312069	0.0186241918	0	0.0237433804	0.0033781694	0.010328053	0	0.0225129404	0.0275379527	0.01160384	0	0	0	0.0059567908	0.0603927201	0.0763096984	0.1373724962	0.0016582879	0.0167993875	0.0071262071	0.0334270965	0.1020245962	0	0.0242772949	0.0166034606	0.0892857143	0.005353712	0.9243299477	4.3035714286	4.1607142857	4.3582482993	2.5846039771	0.0756700523	5.9642857143	3.7355608322	1.2791201737
ru_0102	prof	0.0185733473	0.0094572478	0.0062347298	0.0282556066	0.1950180198	0.0100771647	0.0075950545	0.0007949126	0.097208271	0.0453773127	0.0006591958	0	0.0544012401	0.0194430297	0.0012285012	0	0.0272630099	0.0033105833	0.0084463532	0	0.0094184675	0.0096552794	0.0083744682	0.0128545997	0.1258571002	0.0909842585	0	0.0026293262	0	0.0733370547	0.0969707945	0	0.00483493	0.0317401413	0	0	0.9348770193	3.7027027027	4.4054054054	4.3343951094	2.6722345819	0.0651229807	6.2702702703	3.8908103987	1.1331506349
ru_34	prof	0.0086002849	0.0040025662	0.0133620097	0.0635965006	0.1488930262	0.0074904071	0.0102475217	0	0.1131242948	0.0371445535	0.0121253976	0	0.0429435881	0.0065367098	0.0041986687	0	0.0172898825	0.0057907113	0.0165125496	0	0.0101284958	0.0049004787	0.0271003908	0.0251481001	0.1117765359	0.0996340763	0.0079918941	0.0155223972	0.0030612245	0.0339813406	0.1190873743	0	0.0198735278	0.0099354913	0.0317460317	0.0036549708	0.9117110127	3.746031746	3.7936507937	4.0753401361	2.4087693929	0.0882889873	5.4285714286	3.4885105898	1.163632206
ru_014	prof	0.0177252207	0.008911842	0.0070389946	0.0667601385	0.1088006495	0.0118094367	0.0053921034	0.0069871649	0.1272132589	0.0347056718	0.0094128202	0.0011441648	0.0364228271	0.0011961722	0.0039092296	0	0.0223257975	0.0324661323	0.0166065691	0	0.0039473684	0.0038961039	0.0095808606	0.0378476382	0.0741026415	0.1077356215	0.0026315789	0.0135862354	0.0013157895	0.0602505189	0.1244102651	0	0.016536813	0.0253303714	0.0263157895	0.0021929825	0.9280711654	3.7105263158	4.1052631579	4.2844611529	2.5541286983	0.0719288346	5.7894736842	3.7323349999	1.2362653057
ru_39	prof	0.0129096754	0.0113223645	0.0093282945	0.0556732282	0.1244227273	0.0108535063	0.0009497549	0.0013061146	0.1304215232	0.0517898584	0.0025605895	0	0.0537292169	0.0060839583	0.0065809976	0	0.0220891905	0.0130317184	0.0173670066	0	0.0072087311	0.0023753739	0.0097375683	0.0140177475	0.1139651624	0.1090737095	0.0025795283	0.0146893552	0.0054271333	0.0388764089	0.1168486932	0.0003869969	0.0228818302	0.0115120364	0.0514705882	0.0052786847	0.9256296048	3.6985294118	4.0735294118	4.3647233894	2.5513159688	0.0743703952	5.9485294118	3.6969337992	1.1445399443
ru_97	prof	0.0153841769	0.0106695176	0.0156241541	0.058967625	0.1052565385	0.0061465103	0	0.0036150984	0.1165698868	0.0247614431	0.0167528497	0	0.0306205719	0.0047348485	0.0039858329	0	0.0259469697	0.0031100478	0.0113909502	0	0.0075757576	0.0013774105	0.0215332385	0.026020515	0.1367754721	0.1262181879	0.003277972	0.0339143605	0.0031000543	0.0312970605	0.1145917491	0	0.0221312778	0.0186499231	0.0909090909	0.0033237231	0.9337766896	3.9090909091	4.2121212121	4.5327320827	2.5922480586	0.0662233104	6.1818181818	3.7312601545	1.1688821855
ru_96	prof	0.0224319587	0.0134157834	0.013904839	0.0535855701	0.1386015514	0.0095801955	0.0015316206	0.0015316206	0.1120062966	0.0455821282	0.0031477822	0	0.0578302629	0.0037096905	0.0057575758	0	0.0193067117	0.0196637606	0.0059512082	0	0.00480404	0.0043668691	0.0094789783	0.0181794956	0.1169697725	0.0919034463	0.0036937777	0.0107216865	0.0011363636	0.0542817242	0.1226810915	0	0.0162171818	0.018027017	0.0909090909	0.0074003673	0.944401662	4.0363636364	4.4909090909	5.096969697	2.7973413501	0.055598338	6.7636363636	4.0508435352	1.2773385489
ru_23	prof	0.0155886064	0.005927046	0.0177652902	0.0385607852	0.116663878	0.002016129	0.0011574074	0.0101496145	0.1278904522	0.0471657805	0.0056266355	0.0016447368	0.0483492476	0.0071304563	0.0011160714	0	0.0270287544	0.012648736	0.0126815468	0	0.002016129	0	0.0067083942	0.0242029508	0.1557927166	0.1062577849	0.0013586957	0.0111572297	0.0070878623	0.0348460524	0.118977971	0	0.018357684	0.014125355	0.09375	0.0055937152	0.9385095736	4	4.40625	4.5390625	2.6275779824	0.0614904264	6.25	3.8649038621	1.3744239045
ru_029	prof	0.0096303785	0.012142979	0.0092888406	0.0733494155	0.0748143831	0.0010312764	0.0019363677	0.0012820513	0.0717173956	0.0307944726	0.0293415556	0	0.041391762	0.0154913463	0	0	0.0423974387	0.0184555766	0.0040490544	0.0004395604	0.0010989011	0.0004395604	0.0185934066	0.0401481293	0.0752384006	0.1719685667	0.0028381963	0.0137784743	0.007302314	0.0492661474	0.1227375776	0	0.0247313229	0.0343051481	0.0307692308	0.0011388611	0.9146926467	3.8	3.6461538462	4.3077289377	2.340984181	0.0853073533	5.2	3.4050604792	1.1576815391
ru_018	prof	0.003908753	0.0092799873	0.0073034264	0.0315248448	0.1079130778	0.0099587203	0	0	0.1320151608	0.0513015338	0.015317139	0	0.0433051605	0.0052746245	0.0058823529	0	0.022754571	0.0024509804	0	0	0.0572674942	0.0116888241	0.0022624434	0.0247992147	0.1319986577	0.0998265264	0	0.0468047483	0.0042016807	0.0193970245	0.1315293848	0	0.0175087816	0.0045248869	0.1176470588	0.0086970272	0.9517432262	4	4.7058823529	4.8141456583	2.7461216508	0.0482567738	6.4705882353	3.9821245811	1.2960970499
ru_042	prof	0.017425224	0.0130650647	0.0177816619	0.1008557768	0.0857728453	0.0152899962	0.0074158271	0.002242823	0.0939564154	0.0467796372	0.0066451331	0	0.0515576047	0.0053073861	0.0085306122	0	0.0202216747	0.0276400799	0.0030272359	0	0	0.0019278967	0.023224969	0.0181077397	0.0650751218	0.113876515	0.0022998673	0.0045454545	0.0035722791	0.0690553643	0.1254857371	0	0.0127071632	0.0366068942	0.1052631579	0.0075127723	0.9236008269	3.7894736842	3.8421052632	4.4932330827	2.5583707563	0.0763991731	5.9210526316	3.7301763127	1.0385800102
ru_082	prof	0.0135055627	0.0084132476	0.0214782625	0.0471178579	0.132509992	0.0079570993	0.0029342203	0.0030187432	0.1368594636	0.0227058747	0.0102072913	0	0.0341091139	0.0033037694	0.0034778681	0	0.0125577577	0.0075683666	0.0153153903	0	0.0096849672	0.0058180934	0.0077244346	0.0264319686	0.1586539248	0.0905841718	0.0134983174	0.0140762991	0.0046347623	0.0409553452	0.1129750969	0	0.0161240649	0.0157986731	0	0	0.9391175556	3.6585365854	4.4390243902	4.7430894309	2.6626428883	0.0608824444	6.3170731707	3.8887442083	1.2185354982
ru_36	prof	0.0247315077	0.0049155904	0.0141070065	0.0447692253	0.1166365987	0.0135276494	0.0002009243	0.0057269332	0.1226809564	0.0345637263	0.0041157163	0	0.0498616798	0.0119462895	0.0006873088	0	0.0261726238	0.006765635	0.0072914602	0.000650049	0.0278384368	0.0044363028	0.0078166942	0.0217487771	0.1386334726	0.0927500504	0.0061430615	0.0210568967	0.0057738246	0.0390205036	0.1151422849	0	0.0170538238	0.0132349906	0.0337552743	0.0019292559	0.9376416571	4	4.4725738397	4.5976692787	2.7011858537	0.0623583429	6.5696202532	3.9107101537	1.1752045827
