doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	dep	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:entity	nummod:gov	obj	obl	obl:agent	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
RU_1_2_1	learners	0	0.0080963233	0.0284416897	0.1086022564	0.1659095808	0.0011111111	0.0096292052	0.0012077295	0.0710084447	0.0409460019	0	0	0.0374438765	0.005501443	0	0.0021367521	0.0096027161	0	0.0419772598	0	0	0.0187847482	0.1433264605	0.1111303007	0.0065046296	0.010430751	0	0.0037305068	0.05875973	0.0931666996	0.0011574074	0	0.0082525852	0.0131417907	0.0277777778	0.0011111111	0.9170896383	4.1111111111	3.8333333333	4.4533068783	2.3262750932	0.0829103617	5.3055555556	3.3422797706	1.1765673081
RU_1_204_1	learners	0.0026455026	0.0112514029	0.0284971067	0.09103458	0.1655402903	0.0016835017	0.0092592593	0	0.0823198164	0.0753028392	0	0	0.078116692	0	0.0030864198	0	0.0069023569	0	0	0.0016835017	0.0034722222	0.0179484679	0.0782777112	0.1687873789	0	0.0304232804	0	0.0093246977	0.0363020386	0.0656034229	0	0	0.0244120795	0.0081254313	0.1111111111	0.0137037037	0.9215271492	3.8333333333	3.7777777778	5.1894179894	2.6473170982	0.0784728508	6	3.9218459062	1.2755265461
RU_3_15_1	learners	0.0007044238	0.010192565	0.0334750077	0.0845185133	0.1301648243	0.0055885882	0.004826124	0.0031380852	0.1083031497	0.063440847	0.0023504274	0	0.07015378	0.0168596192	0.0044789948	0	0.0056611093	0	0.0033216316	0.0037148255	0.0064102564	0.0263315148	0.1116624715	0.1009954983	0.0055167268	0.0113083904	0	0.002769308	0.0508208359	0.0846371987	0.0016336948	0	0.0383674	0.0086541885	0.0576923077	0.00315264	0.933145696	4.141025641	4.4358974359	4.6738196988	2.7635356837	0.066854304	6.6794871795	3.9704064443	1.1341296272
RU_2_7_1	learners	0	0.027457265	0.0213475627	0.0705257705	0.1520088885	0	0	0	0.1440762229	0.0274346024	0	0	0.0329291079	0.0107248521	0.024613741	0	0.0027472527	0	0.0368335368	0	0	0.0158530572	0.1502399666	0.1064952142	0	0.0048076923	0	0.0048076923	0.0541443955	0.0978890767	0	0	0.0051282051	0.0099358974	0	0	0.9362186203	3.3846153846	3.8461538462	4.5435897436	2.8363403747	0.0637813797	6.5384615385	4.2274177745	0.9560830195
RU_1_290_1	learners	0.00125	0.0040909091	0.0403875555	0.1287690969	0.1258237744	0.0010775862	0.0010080645	0.019411526	0.0960372123	0.0573468503	0.003125	0	0.0465209013	0.0153601767	0.0008928571	0	0.0079650834	0	0	0	0.00625	0.0379837094	0.1001932578	0.1446944661	0	0.001984627	0	0.0020833333	0.0429614648	0.0801324249	0	0	0.0223291048	0.0123210181	0.09375	0.0118666056	0.9211906515	4.0625	4.21875	4.416889881	2.4959218575	0.0788093485	5.84375	3.6199019237	1.3664516501
RU_1_193_1	learners	0	0.0108335824	0.0082624129	0.0413014399	0.1589287306	0.0122684221	0.003958105	0.0173802434	0.1120838549	0.0660150595	0.0022624434	0	0.0854294065	0	0.0041006787	0	0.0138336036	0	0	0.0021008403	0	0.0115303868	0.1867818716	0.0705382376	0.0061027546	0.0269106001	0	0.0106001557	0.0299517159	0.1002221355	0.0020283976	0	0.0112352854	0.0053396359	0	0	0.9588658108	3.9411764706	5.3529411765	4.9682072829	2.9758487813	0.0411341892	7.6470588235	4.2795184697	1.2644206585
RU_1_69_1	learners	0.0018456995	0.0197069216	0.0195350014	0.0642962498	0.1459109765	0.0129255895	0.0024374091	0.0037012568	0.1071774803	0.0481873036	0.0004306632	0.0020654835	0.0608151251	0.0169065706	0.0052283197	0	0.0161962824	0	0.0004986326	0.012318679	0.0006839945	0.017655716	0.1611648023	0.1052078517	0.007318873	0.0208799029	0	0.0034422007	0.0471014057	0.0742343384	0.0004152824	0	0.0115920392	0.0101199489	0.0697674419	0.0034627001	0.9427811897	4.1162790698	4.5348837209	4.6129844961	2.7377088717	0.0572188103	6.5930232558	3.932511878	1.2820818224
RU_1_44_1	learners	0.0022561979	0.0135008485	0.0102470508	0.0851734924	0.1911668574	0.0020703934	0	0.0135241103	0.1278183339	0.0566173569	0	0	0.0668834661	0.0149029448	0.0063561077	0.0012210012	0.0227900206	0	0	0	0	0.0102470508	0.1562349568	0.0768511947	0.0076822491	0.0108434576	0	0.0012210012	0.0160135065	0.0876696516	0.0048076923	0	0.0098586936	0.004042364	0.0952380952	0.0122007722	0.9512772631	4.1428571429	4.7619047619	4.8694444444	2.9033345391	0.0487227369	7.1904761905	4.1667920829	1.3919651815
RU_6_3_1	learners	0	0.0171401385	0.0167567638	0.0653564456	0.1883814524	0.0060425685	0	0.0012285012	0.1281478761	0.0469212072	0.0016233766	0	0.0575599149	0.0061703003	0.0072933514	0	0.01634532	0	0	0.0012626263	0	0.0194305606	0.1460183639	0.1081726906	0.0027958153	0.0075549451	0	0.003902298	0.0551335654	0.0771350668	0	0	0.0125207221	0.0071061292	0.1363636364	0.0245419309	0.9331856039	3.9090909091	4.4090909091	4.813793782	2.8299835131	0.0668143961	6.7727272727	4.1602697984	1.3396962444
RU_1_300_1	learners	0.0060593682	0.0075379867	0.0247226051	0.0687420432	0.1252798186	0.0134192163	0	0	0.1078531602	0.0705931944	0	0	0.0984138143	0.0113960114	0.0063805793	0	0.0023148148	0	0.0089285714	0.0072463768	0	0.0204491008	0.152570881	0.0902096557	0	0.0142195767	0	0.010908682	0.0364063729	0.0802472863	0.0036231884	0	0.0153602489	0.0171174464	0.0833333333	0.0017006803	0.9518495915	4.5	5.0833333333	5.3200396825	3.3389767827	0.0481504085	8.25	4.7893261727	1.2509623071
RU_3_2_1	learners	0.0043859649	0.0027777778	0.027997076	0.0786306043	0.0638645224	0.0041666667	0	0.0277777778	0.141825207	0.0415669856	0	0	0.0604731526	0.0138888889	0.0043859649	0	0.0196637427	0	0	0.0055555556	0	0.0460526316	0.0906201742	0.14043347	0.0075757576	0.0236471861	0	0	0.0354975191	0.1030265057	0	0	0.0208333333	0.0353535354	0.0833333333	0.0037878788	0.9163917339	3.9166666667	3.9166666667	4.0083333333	2.3712973561	0.0836082661	5.5	3.3572684869	0.974990823
RU_4_47_1	learners	0.0050383397	0.0109664101	0.0205525891	0.118680297	0.1479324853	0.0092532308	0	0.0029316489	0.1169122094	0.0425164319	0	0	0.0311587779	0.0051981806	0.0057385362	0.0005291005	0.0165559843	0	0	0.0083707953	0	0.0156905141	0.1542361418	0.0880782943	0.005222959	0.0312958687	0	0.0027796065	0.0476248155	0.0937972692	0.0037974497	0	0.0080668825	0.0070751817	0.1111111111	0.0092959265	0.9415128762	3.873015873	4.3333333333	4.8498110355	2.6748522085	0.0584871238	6.3015873016	3.8739015689	1.2345152571
RU_1_246_1	learners	0	0.0207877592	0.0211172317	0.1525365174	0.1165622981	0.0094017094	0	0	0.0974218346	0.0390153789	0	0	0.0413001982	0.0153846154	0.0056353903	0.0016722408	0.0104856125	0	0	0.0059171598	0	0.0159890266	0.1040622978	0.1151069087	0	0.044343477	0	0	0.0348838256	0.1129686624	0	0.0096153846	0.025792471	0	0.0769230769	0.0026075619	0.9370310123	4.1538461539	4.3846153846	4.7582417582	2.7298674857	0.0629689877	6.4615384615	4.0145180955	1.216006911
RU_1_102_1	learners	0.0031347962	0.0031347962	0.0272373812	0.0904124405	0.1300270316	0.024501691	0	0.0031347962	0.1312352943	0.0245559039	0	0	0.0385431731	0.0086143695	0	0	0.0089998989	0	0	0.0349529781	0	0.0386010176	0.143430494	0.0859062561	0.0187192118	0.0072615556	0	0.0031347962	0.0317515075	0.1090410131	0	0	0.0262057966	0.0074638006	0.0909090909	0.0072727273	0.9566784061	4.1818181818	4.6363636364	5.4393939394	3.0963434896	0.0433215939	7.6363636364	4.4211539469	1.2189853281
RU_1_315_1	learners	0.0009157509	0.0201461821	0.0258322138	0.1116154536	0.1224895192	0.0080147772	0.0078488075	0.0020617784	0.1187877555	0.0557281773	0.0025705289	0.0012210012	0.0513513924	0.0016088487	0.0045685796	0	0.0092527346	0	0.0103750113	0.0057079772	0	0.0208966933	0.114071481	0.1115339776	0.0073312092	0.004503616	0	0.0086868134	0.0376641605	0.1012295467	0.0012210012	0	0.0180735805	0.0146914313	0.0256410256	0.0030165913	0.9386857427	4.2564102564	4.4871794872	4.6087301587	2.7022753372	0.0613142573	6.5641025641	3.8866024133	1.1557869604
RU_1_124_1	learners	0	0.0127366057	0.0179204012	0.0493428911	0.1801968932	0.0221428653	0	0.005078125	0.1466852796	0.0292764515	0	0.0016447368	0.0355311037	0.0034722222	0.0088041796	0.0027173913	0.0181959848	0	0	0.0097662635	0	0.0194522639	0.1716141242	0.0760082884	0	0.0100994674	0	0.0015625	0.0358040015	0.1117355765	0	0	0.0250954245	0.0051169591	0	0	0.9595447085	4.3125	5.4375	5.1682291667	3.0385175194	0.0404552915	7.8125	4.3408073445	1.3184552009
RU_1_60_1	learners	0	0.0093773997	0.0120089787	0.0546547037	0.1517993203	0.0044444444	0	0	0.1524164708	0.0487182011	0	0	0.0487182011	0.0032679739	0.0033670034	0	0.0446470553	0	0	0	0.0030864198	0.0061447811	0.2120858266	0.0516917407	0	0.1007319923	0	0.0074074074	0.0213002788	0.0431454805	0	0	0.0209863205	0	0	0	0.96872804	5.1111111111	5.8888888889	5.8722222222	3.0017407516	0.03127196	7.4444444444	4.244811404	1.5595429421
RU_4_44_1	learners	0	0.0106301742	0.0351740438	0.1219969497	0.1341623993	0.0053280053	0.005004931	0.0029585799	0.1127541569	0.0486497753	0	0	0.0338491702	0.0049744663	0	0	0.0195221445	0	0	0.0065590659	0	0.0225651249	0.1602341569	0.0824361128	0.0039879475	0.0091213611	0	0.0074175824	0.064662308	0.0742803377	0	0	0.0236755569	0.0100556495	0.0384615385	0.0054945055	0.9408578295	4.3076923077	4.4615384615	4.4934371184	2.5210124169	0.0591421705	5.8846153846	3.659219771	1.3255674334
RU_1_203_1	learners	0	0.0028610574	0.0386437044	0.1176216815	0.1232434874	0.001934236	0.0287038151	0	0.0975162188	0.0640324969	0	0	0.0537273136	0.009322733	0.0066712178	0	0	0	0	0.0044594885	0	0.0291504494	0.0943216311	0.1244062431	0	0.0101621782	0	0.0199207729	0.0295788657	0.1018263425	0	0	0.0251097828	0.0167862839	0.0454545455	0.013986014	0.9267704066	4.1363636364	3.7272727273	4.5151515152	2.4178101131	0.0732295934	5.3181818182	3.5103762446	1.3177718809
ru_059	prof	0	0.0004830918	0.0332986705	0.0688302677	0.156337352	0.0050865801	0.0023690078	0.0041925466	0.1311036232	0.034992458	0	0	0.0411866948	0.0247194812	0.0019762846	0	0.0035507246	0	0	0.0029291361	0	0.0329935599	0.1357362547	0.1028201534	0.0040717736	0.021231143	0	0.0040427155	0.0382907259	0.1055845401	0.0011441648	0	0.0232281982	0.0198008517	0.0869565217	0.0112285802	0.9247363694	3.7173913044	4.0434782609	4.5838509317	2.3794703444	0.0752636306	5.4565217391	3.456127481	1.2159678197
ru_091	prof	0	0.0084992205	0.0202760238	0.0824813745	0.1724628088	0.0065964053	0.0041666667	0.0018518519	0.1091038651	0.06760474	0	0	0.0853135307	0.0011111111	0.0014619883	0	0.006840676	0	0.0058454106	0.0053886758	0.0012626263	0.0144727055	0.1403482782	0.0719196317	0.0040219012	0.0072394619	0	0.0033170533	0.0413082523	0.0890225155	0.003932344	0	0.0212185628	0.0229323183	0.0555555556	0.0013680347	0.9529838162	4.3611111111	4.9166666667	4.7803130512	2.7337613679	0.0470161838	6.75	3.9421715967	1.4027753647
ru_4	prof	0.0007763975	0.0083199147	0.017370785	0.0837185397	0.1324486815	0.0051985907	0.0008116883	0	0.1272157131	0.0457557192	0	0	0.0354918915	0.0042746265	0.0023065476	0	0.0078599704	0	0.0284518233	0.0017818238	0	0.0155670332	0.1499959477	0.1063395752	0.0072916667	0.0192627123	0	0.0094031856	0.0485949024	0.09360219	0	0	0.03609108	0.0120689941	0.0714285714	0.0042764842	0.9257838465	3.8571428571	4.0535714286	4.4471088435	2.4348607179	0.0742161535	5.6785714286	3.5374214648	1.1984663918
ru_3	prof	0.0016084559	0.0129382295	0.0205243613	0.1169955528	0.1461869203	0.0078497024	0.0014880952	0	0.1118769713	0.0522010698	0.0005952381	0	0.0457578082	0.0023376623	0.0063719176	0	0.0165220734	0	0	0.0032242063	0	0.0232283397	0.0924419324	0.1006619146	0.0038938492	0.0139504099	0	0.0074553083	0.060246214	0.1050584033	0.0004960317	0	0.0288105513	0.017278781	0.0535714286	0.0029500835	0.932466663	3.8571428571	4.0178571429	4.5853316327	2.6032997237	0.067533337	6.1071428571	3.7788836799	1.247513072
ru_61	prof	0.002946329	0.0072800674	0.0264603257	0.1005005243	0.1592440969	0.0062964813	0.0055490191	0	0.1099867103	0.0544517999	0	0	0.0455663073	0.0030944002	0.0088366158	0	0.0120661322	0	0.019001283	0.0032661783	0	0.0224980986	0.1053640534	0.0999368954	0.0027972028	0.0042304476	0	0.0017094017	0.0546573314	0.0966805546	0	0	0.0208757543	0.0267039898	0.2307692308	0.0272747135	0.9409880724	4.1025641026	4.6666666667	4.6198717949	2.7764805731	0.0590119276	6.5897435897	4.0386664348	1.3010778444
ru_18	prof	0	0.0068265713	0.0383038002	0.0867155796	0.1700997419	0.0022630719	0.0154708468	0	0.1088477357	0.0423063425	0	0	0.0389290036	0.0131085382	0.002692877	0	0.0076330005	0	0.0065625	0.0041919192	0.0006944444	0.0327601443	0.0934743107	0.1173420596	0.0041666667	0.0124432196	0	0.0041666667	0.0521510075	0.1031873472	0.0013157895	0	0.0226956905	0.0116511249	0.05	0.00166122	0.9441625964	4.75	4.675	5.0103174603	2.662027269	0.0558374036	6.325	3.8275303613	1.3763684881
ru_016	prof	0.0023018729	0.0081216874	0.0245046166	0.0995560721	0.1472246855	0.0101295322	0.0020878722	0.0030984998	0.1151606032	0.039672874	0.0042939138	0	0.0395740667	0.0085834856	0.0047215122	0.0012740639	0.0101714463	0	0.0092338829	0.0046510601	0.0004409171	0.0189112864	0.1130872891	0.1308538997	0.0039009887	0.0151561549	0	0.0074057333	0.0405654499	0.0938156617	0.0009282465	0.0005446623	0.0252153246	0.0148126384	0.0185185185	0.0053644915	0.9235796381	3.6481481482	3.7314814815	4.2795855379	2.4271805325	0.0764203619	5.5092592593	3.518258544	1.1357722065
ru_65	prof	0.0016624767	0.0122941227	0.0298482091	0.0702126597	0.1279927863	0.0114611343	0.0012106538	0.0048146768	0.1196067057	0.0518072062	0.0008920607	0	0.0403889514	0.011057196	0.003964891	0	0.002887598	0	0.0097084004	0.0143726628	0	0.0227164072	0.1423015687	0.1287429007	0.0075355208	0.0132371551	0	0.0145465605	0.0376411975	0.0875808784	0	0	0.02587093	0.0056444899	0.0169491525	0.0008474576	0.9237174593	3.779661017	3.8983050848	4.5320016142	2.5324995764	0.0762825407	5.7966101695	3.6790016172	1.0889645218
ru_100	prof	0.0026757055	0.0126734267	0.0267230654	0.0888520748	0.1531887636	0.0023167873	0.0007575758	0.0015376984	0.1216890998	0.0538326462	0.0009259259	0	0.0439466264	0.0086841282	0.0026039161	0	0.0093568709	0	0.0044827248	0.0010735992	0	0.0225809688	0.1028551043	0.133871556	0.0009259259	0.0174150242	0	0.0087026225	0.0421188478	0.102483378	0.0009496676	0	0.0194241464	0.0133521232	0.0666666667	0.0052896545	0.9281678389	3.7833333333	4.025	4.2000198413	2.5455201842	0.0718321611	5.925	3.6760493465	1.1427199422
ru_0100	prof	0.001824414	0.0094863015	0.0259035767	0.1224732574	0.1251245467	0.0091736534	0.0022047182	0.0014619377	0.1192805737	0.0418366908	0.0024509804	0.0006684492	0.0428868965	0.0082459583	0.0034080183	0.0002941176	0.0114025049	0	0.0052129817	0.0036815031	0	0.0210487338	0.1253197838	0.1106624362	0.0017222048	0.0155609176	0	0.0030366459	0.041274627	0.0905364717	0.0014129181	0	0.0352420687	0.0171621121	0.0294117647	0.0018543602	0.9313532861	3.9705882353	4.2794117647	4.5850315126	2.6377104141	0.0686467139	6.3382352941	3.7880807724	1.2158980251
ru_31	prof	0.004975923	0.0114333767	0.0126237909	0.0799808223	0.1600601935	0.0159488411	0.0005617978	0	0.1197605816	0.0363435209	0	0.0005913661	0.0730777052	0.0022633832	0.0030786949	0	0.0040529695	0	0.0296273251	0.0033026685	0.001270733	0.0135534324	0.1337330272	0.0996533814	0.0052308802	0.008264652	0	0.0083545389	0.0445357955	0.0802386208	0.0004321521	0	0.0317510737	0.0152987527	0.0449438202	0.0035278141	0.9321409276	3.7078651685	4.0674157303	4.4949705725	2.5714354011	0.0678590724	5.9325842697	3.7549021113	1.1765972078
ru_7	prof	0.0034000948	0.0139518968	0.0219756076	0.0898806008	0.1319311712	0.0099905908	0.0009995002	0.0053655172	0.1344436418	0.0466578591	0	0.000391696	0.0497368801	0.004552702	0.0046115184	0.0011148272	0.0127570685	0	0.0115842946	0.0026022709	0	0.017229431	0.1261906349	0.1029347544	0.0027781725	0.0182917581	0	0.0070620712	0.0350724817	0.0992749046	0.0013424867	0.0023501763	0.0241125876	0.0174128032	0.0434782609	0.0025899353	0.9445257482	4.1594202899	4.6956521739	4.8904197252	2.839845588	0.0554742518	6.9130434783	4.0876710218	1.3223257177
ru_88	prof	0.0011709602	0.008210563	0.0218692013	0.0721033907	0.1743251546	0.0106793249	0	0.0023679417	0.1205809937	0.0440749455	0.0024055667	0.0003812429	0.0456942819	0.0058368156	0.001011243	0	0.0216288456	0	0.0279746424	0.0128485564	0	0.0177484862	0.1436228167	0.087382988	0.0066430573	0.0297896858	0	0.0034329334	0.0374470424	0.0855953119	0.0002826456	0	0.0098899521	0.0050014106	0.0655737705	0.0078479467	0.9439934033	4.0983606557	5.0983606557	4.9740425331	2.9469771961	0.0560065967	7.3114754098	4.2532975378	1.2782563208
ru_012	prof	0.0018441619	0.0131922943	0.0355631119	0.0916099186	0.1513149175	0.0029498631	0.0019274902	0.0006299284	0.096287813	0.066847073	0.002343245	0.0002828054	0.044395566	0.0147218374	0.0032394733	0.0004807692	0.0101942718	0	0.0047387829	0.0031094487	0.0009137427	0.0312835443	0.1120159989	0.1313987074	0.0034204828	0.006922574	0	0.0041296353	0.0508236873	0.0808122092	0.0022873276	0	0.0162727313	0.0140465876	0.1634615385	0.0157953878	0.9325144618	4.1538461539	4.125	4.5540521978	2.5481936817	0.0674855382	5.9759615385	3.656024887	1.2950456127
ru_089	prof	0.0009689922	0.0119822038	0.0235649	0.0980044077	0.1898129391	0.0112621422	0.0071428571	0	0.0920468222	0.0440835568	0	0	0.0382844884	0.0027270951	0.0043038357	0	0.0162040118	0	0	0.0074020067	0	0.0188117302	0.1371311942	0.1220952547	0.0009689922	0.005547166	0	0.0050306283	0.0731155771	0.0628037788	0.0021141649	0	0.0155653968	0.0090258579	0.0930232558	0.0067240591	0.9117736991	3.4651162791	3.6976744186	4.2179955703	2.4844938404	0.0882263009	5.6744186047	3.6131822717	0.9757941635
ru_090	prof	0.0015655577	0.0086084533	0.0125638701	0.0547339707	0.211811279	0.0050431066	0.0015527784	0.003581834	0.1118132669	0.0721209143	0	0	0.0914438543	0.0097692004	0.0045256564	0.0009181785	0.0157735772	0	0.0039954338	0.0009447331	0	0.0085563683	0.1557521183	0.069394244	0.0035455278	0.0084419685	0	0.0024819209	0.0404713136	0.0840533796	0.0027232113	0	0.0078917624	0.0059225206	0.095890411	0.0059612908	0.9497669062	4.1095890411	4.794520548	4.8380734942	2.8183413536	0.0502330938	6.8767123288	4.0604263594	1.3018496295
ru_028	prof	0.0013227513	0.0031777526	0.0268368465	0.1073048155	0.1796757085	0.0082064307	0.0026698852	0	0.1087963082	0.0620653248	0	0	0.0535862671	0.0144872764	0.003298289	0	0.0075096958	0	0.0031746032	0.0046236643	0	0.0171262696	0.0970392232	0.1193880534	0.0024691358	0.0024862525	0	0.0050836551	0.0372782576	0.0864918749	0	0	0.032960546	0.0129411129	0	0	0.9197232222	4.2380952381	3.9761904762	4.7861678005	2.3758906951	0.0802767778	5.4523809524	3.4114182594	1.2380585978
ru_037	prof	0.0023148148	0.009112302	0.0207519593	0.0879188973	0.1392298721	0.0059191278	0.0032017982	0.0025672333	0.1293886769	0.0496340098	0.0025887574	0.0004748338	0.0409359717	0.0095217876	0.0045950192	0.0016025641	0.0141763659	0	0.0078271784	0.002708711	0	0.0192576256	0.1551108289	0.1006853263	0.0035712501	0.0124842415	0	0.0041488604	0.0361280167	0.0906665281	0.0022074611	0.0009157509	0.0237334147	0.0166208151	0.0512820513	0.0054695305	0.9401756092	4.0128205128	4.3205128205	4.5501831502	2.5829289759	0.0598243908	6.0897435897	3.7725795	1.3262432748
ru_26	prof	0.0033358433	0.0047664976	0.0220472764	0.0697520469	0.1375772167	0.003379914	0.0049789021	0.0009416196	0.1422254576	0.0337159278	0.0026075619	0	0.0365995117	0.0101533749	0.0066478883	0	0.0095066494	0	0.0113320357	0.0019591762	0.001059322	0.0221648926	0.170102949	0.098575411	0.0098561661	0.0099073784	0	0.0012106538	0.0478850326	0.0962538895	0.0015198071	0	0.0274274875	0.0125101102	0.0677966102	0.0020628109	0.9380844982	3.8983050848	4.4237288136	4.4565106269	2.6851724253	0.0619155018	6.406779661	3.9158125043	1.2326333831
ru_22	prof	0.0032051282	0.0079530423	0.0161443837	0.1007452549	0.1747701312	0.0009259259	0	0.0012626263	0.0884180353	0.1165218784	0	0	0.0636070849	0.0049412393	0.0017361111	0	0.0040869219	0	0.0342772968	0.0028198653	0	0.0144082726	0.0665457593	0.1215431065	0	0.002662037	0	0.0104166667	0.0701255086	0.0690492462	0	0	0.0181809875	0.00565349	0.0416666667	0.0052083333	0.9108099019	3.875	3.9166666667	4.259375	2.3635184907	0.0891900981	5.2916666667	3.4448528214	1.0825916997
ru_086	prof	0.0027073958	0.0082093889	0.0165683589	0.0751726091	0.1639828483	0.0141955848	0.0006806381	0.0049597517	0.1131053206	0.0485885323	0.0006312769	0.000443459	0.0574961744	0.0038925497	0.0024595581	0.0004730866	0.0097801298	0.0003252033	0.0046307303	0.0032001772	0.0004065041	0.0148763463	0.1244479711	0.1177602907	0.0079983541	0.0130595464	0	0.0037833093	0.0507840123	0.1017171796	0.0017711963	0	0.0224214668	0.0094710491	0.0536585366	0.0048187191	0.9305237536	3.8731707317	4.112195122	4.4193010242	2.556679584	0.0694762464	6.0097560976	3.6927524819	1.1001952276
ru_12	prof	0.0074123989	0.0044703895	0.0228713301	0.0914430472	0.1247384	0.005016472	0	0.0018867925	0.0974532303	0.0650279481	0	0.0007256894	0.0719691973	0.0082579483	0.0097229872	0	0.0056672887	0	0.0431939824	0.0028825996	0	0.0182292217	0.0894758645	0.128772927	0.0083607246	0.0052954292	0	0.0033381713	0.0532694043	0.0971993599	0.001572327	0	0.0079966704	0.0237501988	0.0566037736	0.0057152871	0.9066024372	3.3962264151	3.3962264151	4.0871069182	2.3551118494	0.0933975628	5.3396226415	3.4238045817	0.9166787672
ru_036	prof	0	0.0054057726	0.0183734561	0.0890828791	0.1519533	0.0063450049	0.0091858193	0.0009469697	0.1185214813	0.0560207851	0.0004464286	0.0004464286	0.0468135269	0.0199394629	0.0156963642	0	0.0046662937	0	0.0042093871	0.0128628864	0	0.0158444712	0.1461414137	0.1046078539	0.0016447368	0.0079569736	0	0.0083160329	0.0636202125	0.0696608218	0.0016447368	0	0.0111081865	0.0085383137	0.21875	0.0303763255	0.9291015043	4.1875	4.375	4.9098090278	2.6541713544	0.0708984957	6.3125	3.8072489368	1.3311133557
ru_019	prof	0.0021832804	0.0111367744	0.0152307459	0.0856061757	0.1985690795	0.001420765	0.0015057347	0.0019127641	0.1105941229	0.0465378128	0	0.0002483855	0.0377166916	0.0034004532	0.0059990442	0.000221533	0.0100576412	0	0.0094135935	0.0011349306	0.0003563792	0.0122364806	0.1745775321	0.1021285039	0.0034064871	0.0036207123	0	0.0063155593	0.0349594854	0.0860734902	0.0011153349	0	0.0185811148	0.0137393919	0.0573770492	0.004421306	0.9371494403	3.7131147541	4.3852459016	4.4889246682	2.6566746256	0.0628505597	6.3032786885	3.8772621574	1.1375024382
ru_021	prof	0.0048281588	0.0051690438	0.0293290208	0.0878307664	0.1577789374	0.0115514496	0.0222510394	0.0025899909	0.1019014221	0.0422784836	0	0	0.0443756737	0.0042815554	0.0067429968	0	0.0060375649	0	0.0148170818	0.0011317999	0	0.0263784234	0.1403515789	0.0979610142	0.003545461	0.0058393995	0	0.0030593639	0.041142839	0.094624328	0.0013425129	0.000669344	0.0118686066	0.0303221433	0.0120481928	0.0010952903	0.9346529413	3.8674698795	4.2771084337	4.3878227195	2.6863471207	0.0653470587	6.4939759036	3.8821768581	1.1197748364
ru_079	prof	0	0.0087306877	0.0149856146	0.0831911437	0.1597482728	0.0054980385	0.0038139184	0.0005543237	0.1006293752	0.0707235021	0.0015799348	0.0008710801	0.0691057227	0.020771766	0.0055578329	0.0005543237	0.01121281	0	0.0037898687	0.0018949343	0	0.0142913444	0.1493181939	0.1129818679	0.0027380952	0.0120464391	0	0.0022966941	0.0437614586	0.0742235928	0	0	0.0170787024	0.0080504615	0.0853658537	0.0102564103	0.92755102	3.6829268293	3.8902439024	4.3910569106	2.4804357186	0.07244898	5.7073170732	3.6108803146	1.1835567893
ru_52	prof	0	0.0073059316	0.0313597831	0.0661859546	0.1364090864	0.0098148634	0.0059987935	0	0.141868878	0.0407572872	0.0012019231	0	0.0431554419	0	0.0071644535	0.0008445946	0.01228653	0	0	0.004833878	0	0.0216918588	0.1733955614	0.0902907632	0.0012019231	0.0009191176	0	0.0075892857	0.0731940635	0.0930697496	0	0	0.0112606242	0.018199654	0.03125	0.0016891892	0.9535205339	4.25	5.3125	4.9188492064	3.0306960227	0.0464794661	7.65625	4.4082802778	1.4016923526
ru_022	prof	0.0021407245	0.0110896683	0.0353550629	0.1055477043	0.1140110895	0.0040860526	0.0003144384	0.0018931134	0.1090888718	0.0599843196	0.002204908	0	0.0505579152	0.013385432	0.0037036141	0.0004279135	0.008111897	0	0.0069574896	0.0033105948	0.0009361009	0.0266377038	0.0846574256	0.1457330717	0.0014991355	0.0073773165	0	0.0048837836	0.0591453773	0.1016894057	0.0006190977	0.0004180602	0.0187585413	0.0154741707	0.0635451505	0.0063507323	0.9228230799	4	3.8227424749	4.3385889473	2.4030106769	0.0771769201	5.4414715719	3.4605813722	1.1219991238
ru_053	prof	0	0.0035251535	0.0212352937	0.1186797838	0.1616722864	0.0051601657	0.0021747336	0.0011365566	0.1118309316	0.0434838976	0.0003909026	0	0.0325374234	0.0070747864	0.0109620409	0.0013057424	0.0099389383	0	0.0065866099	0.0033756986	0	0.0163088623	0.1678065597	0.0916815214	0.0048698577	0.004654439	0	0.0040163533	0.0522069537	0.0745757228	0.0041133573	0	0.021223538	0.0174718899	0.0895522388	0.0094152461	0.9381525553	4.0820895522	4.4850746269	4.8030857617	2.7658985767	0.0618474447	6.7089552239	3.9907923016	1.2358455781
ru_98	prof	0.0012406293	0.009968057	0.0319389513	0.0773975898	0.1331493451	0.0026349914	0.0001966955	0.0009380863	0.11100389	0.0704903994	0.0003387534	0	0.0759788801	0.0095295083	0.005070551	0	0.00798338	0	0.0076338784	0.0043342837	0	0.0286101016	0.1230797187	0.1056154754	0.000393391	0.003724008	0	0.0054381851	0.0469344918	0.1021236599	0.0007147859	0	0.0216853945	0.0118529181	0.0365853659	0.0021030715	0.9292537124	4.0365853659	4.4024390244	4.6006484708	2.694988486	0.0707462876	6.4878048781	3.9037525758	1.2201761708
